"Azerbaijan","AZE","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1560001373291","14.7720003128052","14.2419996261597","13.6379995346069","13.1459999084473","13.3900003433228","13.5290002822876","13.923999786377","14.0290002822876","13.7629995346069","13.9519996643066","15.1009998321533","15.2200002670288","15.1619997024536","15.1680002212524","20","21.0580005645752","17.9120006561279","19.2509994506836","20.7709999084473","21.5090007781982","21.9130001068115","22.2259998321533","21.9629993438721","21.7830009460449","22.1000003814697","22.1940002441406","22.9200000762939","23.0900001525879","23.2350006103516",
"Burundi","BDI","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77299976348877","4.72200012207031","4.58699989318848","4.48299980163574","4.25600004196167","3.98900008201599","3.88700008392334","3.87100005149841","3.75999999046326","3.65100002288818","3.59299993515015","3.56500005722046","3.44199991226196","3.40000009536743","3.30699992179871","3.28999996185303","3.27600002288818","3.23399996757507","3.2279999256134","3.20199990272522","3.16899991035461","3.15700006484985","3.1340000629425","3.10999989509583","2.94700002670288","2.85500001907349","2.76900005340576","2.70799994468689","2.63599991798401","2.57299995422363",
"Belgium","BEL","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.7050018310547","40.4179992675781","39.6349983215332","38.6389999389648","38.0719985961914","37.2750015258789","37.3610000610352","37.3600006103516","36.2200012207031","36.1510009765625","35.4020004272461","35.5730018615723","34.9070014953613","35.6590003967285","34.9440002441406","35.5180015563965","34.9650001525879","36.1839981079102","34.6570014953613","34.2719993591309","34.4300003051758","32.6419982910156","32.7900009155273","32.6559982299805","32.7550010681152","32.443000793457","31.0779991149902","31.8939990997314","31.617000579834","31.32200050354",
"Benin","BEN","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3819999694824","19.3509998321533","19.4060001373291","19.4260005950928","19.5060005187988","19.5049991607666","19.6110000610352","19.568000793457","19.6979999542236","19.8430004119873","20.0330009460449","20.0699996948242","20.068000793457","20.0300006866455","19.9020004272461","19.8740005493164","20.0170001983643","20.0410003662109","19.9599990844727","19.8910007476807","19.7800006866455","19.8269996643066","20.1599998474121","20.4479999542236","20.4309997558594","20.4300003051758","20.7730007171631","21.1119995117188","21.3729991912842","21.6229991912842",
"Burkina Faso","BFA","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09299993515015","2.10400009155273","2.1470000743866","2.20300006866455","2.48900008201599","2.85599994659424","3.2590000629425","3.68799996376038","4.2960000038147","4.76900005340576","5.37200021743774","6.08500003814697","7.1100001335144","8.12800025939941","9.38599967956543","10.8629999160767","12.5710000991821","14.3830003738403","16.367000579834","18.761999130249","21.5340003967285","24.3589992523193","27.4409999847412","30.7709999084473","31.3059997558594","31.9969997406006","32.6189994812012","33.2779998779297","33.6959991455078","34.0610008239746",
"Bangladesh","BGD","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0979995727539","13.9490003585815","12.8500003814697","11.9040002822876","11.1280002593994","10.4209995269775","10.581000328064","10.7600002288818","11.043999671936","11.2980003356934","11.9119997024536","12.6140003204346","13.173999786377","13.7980003356934","14.581000328064","15.1300001144409","15.8730001449585","16.8500003814697","18.0419998168945","19.2070007324219","19.6259994506836","20.17799949646","20.8120002746582","21.0130004882813","21.6539993286133","22.2159996032715","21.9459991455078","22.3129997253418","22.7399997711182","23.0900001525879",
"Bulgaria","BGR","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.6699981689453","44.875","43.5950012207031","42.7080001831055","42.1269989013672","40.9129981994629","40.1430015563965","39.7760009765625","38.4490013122559","37.6040000915527","36.3219985961914","36.1339988708496","35.7449989318848","36.7550010681152","38.8650016784668","40.0169982910156","41.4949989318848","43.0060005187988","42.3730010986328","40.7360000610352","38.1780014038086","36.939998626709","35.8759994506836","36.25","36.2130012512207","36.2729988098145","36.2980003356934","36.7970008850098","36.9640007019043","37.015998840332",
"Bahrain","BHR","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9029998779297","32.8979988098145","33.076000213623","32.9410018920898","32.8709983825684","32.6860008239746","32.5359992980957","32.375","32.3419990539551","32.5530014038086","32.5499992370605","33.0410003662109","33.7120018005371","34.8540000915527","36.1870002746582","37.810001373291","39.2879981994629","40.765998840332","41.0289993286133","42.6040000915527","41.9959983825684","41.9059982299805","42.0040016174316","42.1920013427734","42.1240005493164","42.2299995422363","42.2919998168945","41.9939994812012","41.6800003051758","41.4189987182617",
"Bahamas; The","BHS","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0130004882813","23.8199996948242","18.5930004119873","19.3349990844727","21.8640003204346","22.2369995117188","22.1270008087158","23.8250007629395","26.5939998626709","27.1560001373291","27.1079998016357","28.0709991455078","25.201000213623","25.9799995422363","29.3330001831055","30.4069995880127","29.2719993591309","27.0790004730225","27.3990001678467","27.4640007019043","27.1900005340576","27.5849990844727","26.6849994659424","26.6110000610352","25.0389995574951","24.6809997558594","24.6630001068115","24.8819999694824","24.3339996337891","23.931999206543",
"Bosnia and Herzegovina","BIH","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.7280006408691","35.6529998779297","35.6100006103516","35.6119995117188","35.7550010681152","36.2960014343262","36.7649993896484","37.2369995117188","36.8390007019043","36.8889999389648","36.7239990234375","36.6290016174316","36.7150001525879","36.992000579834","37.132999420166","37.6629981994629","40.1829986572266","40.1150016784668","40.3219985961914","39.4129981994629","36.4290008544922","38.4269981384277","38.7050018310547","38.4129981994629","38.9519996643066","39.0390014648438","40.2470016479492","40.951000213623","41.0089988708496","41.0690002441406",
"Belarus","BLR","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.1220016479492","38.7249984741211","38.3880004882813","37.951000213623","37.5419998168945","37.632999420166","38.0330009460449","38.4179992675781","38.3330001831055","38.3310012817383","38.5019989013672","38.8979988098145","39.3310012817383","40.0950012207031","40.7200012207031","41.3079986572266","41.8440017700195","42.5540008544922","42.3370018005371","42.6749992370605","43.0550003051758","42.943000793457","42.7389984130859","42.5849990844727","42.023998260498","43.4550018310547","41.9640007019043","42.0340003967285","41.9339981079102","41.7760009765625",
"Belize","BLZ","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9409999847412","22.818000793457","22.863000869751","22.6189994812012","21.2520008087158","19.6700000762939","19.5279998779297","20.9930000305176","19.1809997558594","19.9150009155273","20.2479991912842","20.6380004882813","20.8519992828369","21.2660007476807","21.6650009155273","21.548999786377","21.2880001068115","21.2590007781982","20.8020000457764","20.4300003051758","20.2630004882813","20.0939998626709","19.8320007324219","19.7000007629395","19.7210006713867","19.4689998626709","19.5","19.4869995117188","19.5209999084473","19.617000579834",
"Bermuda","BMU","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3059997558594","24.2150001525879","24.2199993133545","24.2399997711182","24.2779998779297","24.2950000762939","24.1940002441406","24.4270000457764","24.4209995269775","25.0340003967285","20.556999206543","22.8910007476807","27.5930004119873","27.6359996795654","25.8939990997314","23.0699996948242","27.5020008087158","26.9839992523193","28.3530006408691","28.3320007324219","28.5799999237061","27.628999710083","27.0100002288818","28.69700050354","30.3509998321533","28.3799991607666","27.6709995269775","26.8150005340576","26.6730003356934","26.6119995117188",
"Brazil","BRA","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3449993133545","27.0669994354248","27.2180004119873","27.5189990997314","27.6060009002686","27.7159996032715","27.8819999694824","28.0440006256104","27.0659999847412","27.1679992675781","27.1730003356934","28.1959991455078","27.2970008850098","27.496000289917","27.9309997558594","28.0949993133545","28.9349994659424","29.9479999542236","29.3229999542236","29.44700050354","29.5030002593994","30.367000579834","30.5480003356934","30.7360000610352","29.7730007171631","28.1989994049072","27.69700050354","27.0939998626709","26.6800003051758","26.4580001831055",
"Barbados","BRB","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.4699993133545","25.7119998931885","24.7469997406006","24.988000869751","25.5450000762939","25.2290000915527","26.9939994812012","28.8209991455078","30.4720001220703","29.8059997558594","28.4379997253418","26.7350006103516","25.5400009155273","25.9160003662109","25.7880001068115","26.0240001678467","26.4459991455078","27.1180000305176","27.4409999847412","28.5879993438721","27.9459991455078","27.4890003204346","28.2320003509521","28.8290004730225","29.0049991607666","28.9599990844727","29.2339992523193","28.9829998016357","28.6660003662109","28.5020008087158",
"Brunei Darussalam","BRN","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.4559993743896","31.6690006256104","31.4519996643066","31.2129993438721","31.7779998779297","31.5300006866455","31.0970001220703","30.7530002593994","29.761999130249","29.5389995574951","29.2339992523193","28.8840007781982","28.5230007171631","28.1270008087158","27.6840000152588","27.4330005645752","26.8990001678467","26.4069995880127","25.7490005493164","25.3850002288818","25.2059993743896","24.8810005187988","24.4120006561279","24.1110000610352","23.0979995727539","22.1000003814697","21.2329998016357","21.0240001678467","20.9389991760254","20.9220008850098",
"Bhutan","BTN","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.89200019836426","5.98299980163574","5.93599987030029","6.07399988174438","5.90399980545044","5.82499980926514","5.70300006866455","5.90799999237061","6.35799980163574","8.13399982452393","11.1359996795654","12.6440000534058","11.5459995269775","13.0380001068115","11.8640003204346","8.99100017547607","7.24100017547607","6.22300004959106","6.66499996185303","6.56099987030029","9.63099956512451","11.0139999389648","11.4479999542236","12.4209995269775","9.93599987030029","10.5220003128052","10.7229995727539","10.9139995574951","11.1750001907349","11.4919996261597",
"Botswana","BWA","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3899993896484","30.4810009002686","30.3330001831055","30.503999710083","30.6550006866455","30.0779991149902","28.8899993896484","26.9349994659424","26.7740001678467","26.6189994812012","26.5009994506836","27.1070003509521","27.5300006866455","26.7040004730225","25.931999206543","25.5860004425049","25.4580001831055","24.9939994812012","24.3339996337891","24.5310001373291","24.7250003814697","24.9549999237061","25.7180004119873","25.8470001220703","25.5590000152588","25.5900001525879","25.6079998016357","25.7150001525879","25.6989994049072","25.7220001220703",
"Central African Republic","CAF","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3690004348755","10.1140003204346","9.99899959564209","9.97500038146973","10.0270004272461","9.65100002288818","9.58100032806396","9.5629997253418","9.51200008392334","9.18900012969971","9.13300037384033","9.0649995803833","8.57499980926514","8.61600017547607","8.45600032806396","8.48700046539307","8.50300025939941","8.48200035095215","8.65100002288818","8.66899967193604","8.65999984741211","8.70300006866455","7.6729998588562","7.52099990844727","7.54099988937378","7.59800004959106","7.65100002288818","7.68900012969971","7.69299983978271","7.71500015258789",
"Canada","CAN","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.6360015869141","32.6599998474121","32.0309982299805","32.326000213623","32.5270004272461","32.3610000610352","32.6679992675781","32.8860015869141","32.8930015563965","33.2919998168945","33.0909996032715","33.3600006103516","33.1110000610352","33.2910003662109","33.0530014038086","32.3460006713867","31.8470001220703","31.8999996185303","30.6389999389648","30.6760005950928","30.4559993743896","30.8190002441406","30.8419990539551","30.6259994506836","30.1569995880127","29.8490009307861","29.5230007171631","29.6240005493164","29.511999130249","29.4349994659424",
"Central Europe and the Baltics","CEB","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2526783259303","43.982710813651","42.8737797069097","41.2881928333818","40.8887748582828","40.8487958565218","40.7935646892812","40.6231318651746","39.7909964221737","39.1490478602746","39.0408101551006","39.18368700522","39.0259918278792","39.7900183791126","40.2258159435432","40.9043697827062","42.1215168077118","43.3125619482583","42.1100836121752","41.0437062764368","41.1886581689416","40.7962501962568","40.6994434277436","40.7301197545398","40.7432122323605","41.682188492769","41.8676951795857","41.9853383267212","42.1584472961743","42.2647987040675",
"Switzerland","CHE","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6590003967285","37.9790000915527","36.8800010681152","36.5550003051758","38.1800003051758","35.2550010681152","34.3699989318848","34.8040008544922","34.2529983520508","34.9370002746582","34.1440010070801","33.0779991149902","31.6639995574951","31.3740005493164","31.988000869751","32.1730003356934","32.2939987182617","32.6129989624023","31.8579998016357","32.2879981994629","32.2719993591309","31.2059993743896","31.3269996643066","30.5440006256104","29.9890003204346","29.9069995880127","29.4759998321533","29.6749992370605","29.4130001068115","29.1259994506836",
"Channel Islands","CHI","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.0250015258789","42.875","42.8310012817383","42.9389991760254","42.8050003051758","42.5999984741211","42.5800018310547","42.4889984130859","42.3950004577637","42.3419990539551","41.7060012817383","41.1829986572266","40.4910011291504","39.9599990844727","39.5800018310547","39.5190010070801","39.3419990539551","38.6780014038086","37.5190010070801","37.0690002441406","36.4599990844727","36.0709991455078","35.7220001220703","35.4620018005371","35.1629981994629","34.7680015563965","34.3219985961914","33.8089981079102","33.3530006408691","32.9799995422363",
"Chile","CHL","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.5380001068115","31.7700004577637","32.5110015869141","31.4139995574951","31.7099990844727","32.2369995117188","33.7480010986328","31.4619998931885","28.9540004730225","29.1310005187988","29.5590000152588","29.9290008544922","29.5480003356934","29.8099994659424","29.3169994354248","30.0599994659424","30.6410007476807","30.8689994812012","30.7430000305176","31.1229991912842","31.9340000152588","32.5849990844727","32.9339981079102","32.4039993286133","31.6770000457764","31.3840007781982","31.2390003204346","31.0590000152588","30.9160003662109","30.8309993743896",
"China","CHN","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6609992980957","19.0240001678467","19.7339992523193","20.068000793457","20.4009990692139","20.9400005340576","21.2700004577637","21.2509994506836","21.0009994506836","20.7749996185303","20.8390007019043","20.3299999237061","20.7910003662109","21.7520008087158","23.2269992828369","24.8299999237061","26.6599998474121","27.2830009460449","28.1679992675781","29.3110008239746","30.318000793457","31.3369998931885","31.3360004425049","31.3299999237061","30.8439998626709","30.6310005187988","30.1100006103516","30.3449993133545","30.4810009002686","30.5639991760254",
"Cote d'Ivoire","CIV","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2259998321533","14.0600004196167","13.8809995651245","13.7259998321533","13.7299995422363","13.7589998245239","13.6490001678467","13.5909996032715","13.4379997253418","13.0459995269775","12.7119998931885","12.3590002059937","12.0050001144409","11.8649997711182","11.7629995346069","11.6470003128052","11.5690002441406","11.5089998245239","11.5430002212524","11.5200004577637","11.2379999160767","11.7600002288818","12.1029996871948","12.6540002822876","13.1420001983643","13.5930004119873","14.0559997558594","14.5430002212524","14.9829998016357","15.378999710083",
"Cameroon","CMR","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5129995346069","12.3240003585815","12.0389995574951","11.9320001602173","11.8780002593994","11.83899974823","11.8269996643066","11.8330001831055","11.8579998016357","11.8120002746582","11.6809997558594","12.2709999084473","12.6330003738403","12.9280004501343","12.8669996261597","12.8070001602173","12.7419996261597","13.2379999160767","13.6859998703003","14.2340002059937","14.8859996795654","15.6029996871948","16.3929996490479","17.117000579834","17.4580001831055","17.7189998626709","17.9069995880127","18.0890007019043","18.2119998931885","18.3309993743896",
"Congo; Dem. Rep.","COD","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9359998703003","15.5480003356934","15.0970001220703","14.8120002746582","14.7110004425049","14.5109996795654","14.0620002746582","13.8190002441406","13.4519996643066","12.8509998321533","12.7040004730225","12.7329998016357","12.831000328064","13.0450000762939","13.2040004730225","13.293999671936","13.4799995422363","13.6140003204346","13.6149997711182","13.7709999084473","13.9809999465942","14.206000328064","14.5740003585815","15.0120000839233","15.3079996109009","15.3030004501343","15.3950004577637","15.625","15.7089996337891","15.7609996795654",
"Congo; Rep.","COG","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.2080001831055","25.1049995422363","24.8799991607666","24.4139995574951","24.3470001220703","24.2689990997314","23.9220008850098","23.7999992370605","23.3190002441406","23.4659996032715","23.4689998626709","23.4479999542236","23.1809997558594","23.0209999084473","23.1770000457764","23.2299995422363","22.7740001678467","22.9729995727539","23.4249992370605","23.6700000762939","23.6100006103516","23.7639999389648","23.8810005187988","23.8190002441406","23.8799991607666","23.1830005645752","22.7159996032715","22.5389995574951","22.55299949646","22.4759998321533",
"Colombia","COL","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8309993743896","19.8050003051758","19.8110008239746","19.871000289917","19.882999420166","19.7660007476807","19.7639999389648","19.6860008239746","19.1989994049072","19.2240009307861","19.2000007629395","19.4500007629395","19.7849998474121","20.1940002441406","20.5830001831055","21.128999710083","21.7409992218018","22.0049991607666","22.4640007019043","22.8490009307861","23.8560009002686","24.011999130249","23.1679992675781","23.7119998931885","24.05299949646","23.8279991149902","23.3530006408691","23.6550006866455","23.7369995117188","23.8400001525879",
"Comoros","COM","Employment in industry; male (% of male employment) (modeled ILO estimate)","SL.IND.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8489999771118","16.0170001983643","16.0100002288818","15.7040004730225","15.6879997253418","15.4930000305176","15.5209999084473","15.4230003356934","15.3559999465942","15.7729997634888","15.7399997711182","15.6890001296997","15.6420001983643","15.5900001525879","15.6110000610352","15.5570001602173","15.3199996948242","15.3959999084473","15.4230003356934","15.4479999542236","15.5100002288818","15.5389995574951","15.6780004501343","15.6129999160767","15.4930000305176","15.4449996948242","15.4589996337891","15.4849996566772","15.3690004348755","15.4530000686646",
